,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
1161,H4,Ayush And Herbal Products,Kgs,New Zealand,79316.0,0.635971,Cosmetics,6,50442.67584,2020
1162,N2,Bicycle And Parts,Na,New Zealand,456.0,0.097544,Machinery and Parts,10,44.480064,2020
1163,H5,"Bulk Drugs, Drug Intermediates",Kgs,New Zealand,170995.0,2.04793,Chemicals,7,350185.7904,2017
1164,S2,Carpet(Excl. Silk) Handmade,Sqm,New Zealand,409426.0,3.626412,Handicrafts,12,1484747.36,2019
1165,O9,"Computer Hardware, Peripherals",Na,New Zealand,32836.0,0.24427800000000002,Machinery and Parts,10,8021.112408,2013
1166,P1,Consumer Electronics,Na,New Zealand,4834.0,0.097567,Electronic Components,11,471.638878,2012
1167,L6,Copper And Prdcts Made Of Copr,Ton,New Zealand,1276.0,6.929272,Metals,2,8841.751072,2019
1168,I5,Cosmetics And Toiletries,Na,New Zealand,2513.0,4.927625,Cosmetics,6,12383.12163,2014
1169,P8,"Cotton Fabrics, Madeups Etc.",Na,New Zealand,12920.0,13.398409,Fabric Materials,14,173107.4443,2019
1170,P7,Cotton Yarn,Ton,New Zealand,26.0,0.098853,Fabric Materials,14,2.570178,2014
1171,N3,"Cranes, Lifts And Winches",Na,New Zealand,777.0,0.709781,Machinery and parts,10,551.499837,2013
1172,H8,"Drug Formulations, Biologicals",Kgs,New Zealand,1108343.0,36.914023,Chemicals,7,40913398.99,2012
1173,H6,Dye Intermediates,Kgs,New Zealand,600.0,0.0018960000000000001,Dyes,7,1.1376,2016
1174,H7,Dyes,Kgs,New Zealand,277995.0,1.0539049999999999,Dyes,7,292980.3205,2014
1175,N4,Refrigerator,Na,New Zealand,277995.0,5.603325,Electronic Components,11,1557696.333,2020
1176,M4,Electrodes,Kgs,New Zealand,32601.0,0.054100999999999996,Accumulators and Batteries,9,1763.746701,2018
1177,P2,Microwave ,Na,New Zealand,6928.0,0.928314,Electronic Components,11,6431.359392,2015
1178,P3,Washing Machine,Na,New Zealand,19989.0,0.664804,Electronic Components,11,13288.76716,2019
1179,I6,Plastic bags,Kgs,New Zealand,7823.0,0.20188,Plastic Materials,8,1579.30724,2012
1180,H3,Fertilizers Manufactured,Ton,New Zealand,8.0,0.022428,Fertilizers,3,0.179424,2013
1181,F8,Finished Leather,Kgs,New Zealand,32681.0,0.47884799999999994,Leather Products,1,15649.23149,2012
1182,R8,Floor Cvrng Of Jute,Sqm,New Zealand,53092.0,0.410058,Handicrafts,12,21770.79934,2013
1183,G2,Footwear Of Leather,Na,New Zealand,66.0,4.171287,Leather Products,1,275.304942,2012
1184,J1,Footwear Of Rubber/Canvas Etc.,Na,New Zealand,337.0,0.14374800000000001,Rubber Products,5,48.443076,2019
1185,G9,Gold And Oth Precs Metl Jwlery,Na,New Zealand,3703.0,5.290304,Metals,2,19589.99571,2019
1186,S1,Handcrfs(Excl.Handmade Crpts),Na,New Zealand,5478.0,5.4922629999999995,Handicrafts,12,30086.61671,2017
1187,K5,"Human Hair, Products Thereo",Kgs,New Zealand,10.0,0.000718,Cosmetics,6,0.00718,2018
1188,N5,Ic Engines And Parts,Na,New Zealand,131.0,0.09525,Machinery and parts,10,12.47775,2019
1189,I2,Inorganic Chemicals,Kgs,New Zealand,2157874.0,1.191232,Chemicals,7,2570528.561,2018
1190,L3,Iron And Steel,Ton,New Zealand,2656.0,4.006703,Metals,2,10641.80317,2014
1191,G3,Leather Footwear Component,Kgs,New Zealand,1.0,2.5e-05,Leather Products,1,0.000025,2018
1192,G1,Leather Garments,Kgs,New Zealand,7095.0,0.48705699999999996,Leather Products,1,3455.669415,2018
1193,F9,Leather Goods,Na,New Zealand,670127.0,3.091176,Leather Products,1,2071480.499,2014
1194,P6,Manmade Staple Fibre,Kgs,New Zealand,2598.0,0.003522,Fabric Materials,14,9.150156,2013
1195,Q3,"Manmade Yarn,Fabrics,Madeups",Na,New Zealand,1409.0,7.669869,Fabric Materials,14,10806.84542,2013
1196,O5,Motor Vehicle/Cars,Nos,New Zealand,1459.0,13.064297,Machinery and parts,10,19060.80932,2013
1197,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,New Zealand,666.0,0.173403,Fabric Materials,14,115.486398,2013
1198,I3,Organic Chemicals,Kgs,New Zealand,532324.0,2.628304,Chemicals,7,1399109.298,2015
1199,M2,Oth Non Ferous Metal And Prodc,Kgs,New Zealand,254564.0,1.420333,Metals,2,361565.6498,2014
1200,I4,Other Miscellaenious Chemicals,Kgs,New Zealand,613333.0,1.6564349999999999,Chemicals,7,1015946.248,2013
1201,L2,Other Plastic Items,Na,New Zealand,38179.0,0.30191999999999997,Plastic Products,8,11527.00368,2016
1202,I9,Othr Rubber Prodct Excpt Footw,Na,New Zealand,4718.0,1.818652,Rubber Products,5,8580.400136,2012
1203,K7,Packaging Materials,Ton,New Zealand,603.0,1.872396,Plastic Products,8,1129.054788,2015
1204,S6,Petroleum Products,Ton,New Zealand,2418.0,1.9741549999999999,Petroleum Products,13,4773.50679,2014
1205,K9,"Plastc Sht, Film, Plts Etc",Kgs,New Zealand,1198831.0,3.2869910000000004,Plastic Products,8,3940546.708,2012
1206,K8,Plastic Raw Materials,Ton,New Zealand,581.0,1.283719,Plastic Products,8,745.840739,2012
1207,L4,Products Of Iron And Steel,Na,New Zealand,4786.0,7.089948,Metals,2,33932.49113,2014
1208,O3,Pumps Of All Types,Na,New Zealand,4325.0,0.363311,Machinery and parts,10,1571.320075,2013
1209,O6,"Railwy Trnsprt Equipmnts, Prts",Na,New Zealand,3332.0,0.171682,Machinery and parts,10,572.044424,2016
1210,F5,Rechargable Batteries,Kgs,New Zealand,127.0,0.035116,Accumulators and Batteries,9,4.459732,2014
1211,Q7,Rmg Silk,Na,New Zealand,2934.0,0.331953,Fabric Materials,14,973.950102,2020
1212,Q9,Rmg Wool,Na,New Zealand,598.0,0.218489,Fabric Materials,14,130.656422,2014
1213,G7,Silver,Kgs,New Zealand,44.0,0.009212999999999999,Metals,2,0.405372,2018
1214,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,New Zealand,439.0,1.5443879999999999,Fabric Materials,14,677.986332,2017
1215,Q4,Wool,Kgs,New Zealand,800.0,0.00149,Fabric Materials,14,1.192,2018
1216,M1,Zinc And Products Made Of Zinc,Ton,New Zealand,400.0,1.220535,Metals,2,488.214,2017
1217,H5,"Bulk Drugs, Drug Intermediates",Kgs,Russia,4577663.0,29.172817,Chemicals,7,133543325,2012
1218,S2,Carpet(Excl. Silk) Handmade,Sqm,Russia,408019.0,5.698392,Handicrafts,12,2325052.205,2014
1219,O9,"Computer Hardware, Peripherals",Na,Russia,19704.0,8.094462,Machinery and Parts,10,159493.2792,2019
1220,P1,Consumer Electronics,Na,Russia,4737.0,28.050148999999998,Electronic Components,11,132873.5558,2014
1221,L6,Copper And Prdcts Made Of Copr,Ton,Russia,165.0,1.588731,Metals,2,262.140615,2015
1222,I5,Cosmetics And Toiletries,Na,Russia,3252.0,12.939395,Cosmetics,6,42078.91254,2015
1223,P8,"Cotton Fabrics, Madeups Etc.",Na,Russia,1682.0,14.420298,Fabric Materials,14,24254.94124,2018
1224,S4,Cotton Raw Incld. Waste,Ton,Russia,1306.0,1.491015,Fabric Materials,14,1947.26559,2014
1225,P7,Cotton Yarn,Ton,Russia,859.0,2.6137349999999997,Fabric Materials,14,2245.198365,2013
1226,S1,Handcrfs(Excl.Handmade Crpts),Na,Russia,4711.0,6.942149000000001,Handicrafts,12,32704.46394,2012
1227,N5,Ic Engines And Parts,Na,Russia,68.0,120.948117,Machinery and parts,10,8224.471956,2019
1228,I2,Inorganic Chemicals,Kgs,Russia,7221859.0,10.10097,Chemicals,7,72947781.1,2015
1229,L3,Iron And Steel,Ton,Russia,29513.0,62.387449,Metals,2,1841240.782,2019
1230,G3,Leather Footwear Component,Kgs,Russia,1034825.0,14.816473,Leather Products,1,15332456.67,2013
1231,G1,Leather Garments,Kgs,Russia,96893.0,7.529788000000001,Leather Products,1,729583.7487,2014
1232,F9,Leather Goods,Na,Russia,670127.0,1.3568,Leather Products,1,909228.3136,2013
1233,P6,Manmade Staple Fibre,Kgs,Russia,4397873.0,8.315852,Fabric Materials,14,36572060.98,2019
1234,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Russia,734.0,21.331732000000002,Fabric Materials,14,15657.49129,2017
1235,O5,Motor Vehicle/Cars,Nos,Russia,47.0,1.316558,Machinery and parts,10,61.878226,2012
1236,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Russia,789.0,0.16683299999999998,Fabric Materials,14,131.631237,2017
1237,I3,Organic Chemicals,Kgs,Russia,32406633.0,38.489272,Chemicals,7,1247307712,2013
1238,M2,Oth Non Ferous Metal And Prodc,Kgs,Russia,426467.0,2.1560259999999998,Metals,2,919473.9401,2017
1239,I4,Other Miscellaenious Chemicals,Kgs,Russia,4601165.0,8.581292,Chemicals,7,39483940.41,2019
1240,L2,Other Plastic Items,Na,Russia,31232.0,3.05989,Plastic Products,8,95566.48448,2013
1241,G8,Other Precious And Base Metals,Na,Russia,19243.0,0.004111999999999999,Metals,2,79.127216,2015
1242,I9,Othr Rubber Prodct Excpt Footw,Na,Russia,12429.0,12.205287,Rubber Products,5,151699.5121,2014
1243,S6,Petroleum Products,Ton,Russia,7982.0,6.0242309999999994,Petroleum Products,13,48085.41184,2020
1244,K9,"Plastc Sht, Film, Plts Etc",Kgs,Russia,6316768.0,14.080729000000002,Plastic Products,8,88944698.36,2018
1245,B8,Plastic Glass,Ton,Russia,1560.0,3.730875,Plastic Products,8,5820.165,2012
1246,K8,Plastic Raw Materials,Ton,Russia,2774.0,3.655852,Plastic Products,8,10141.33345,2019
1247,L4,Products Of Iron And Steel,Na,Russia,328.0,20.022228,Metals,2,6567.290784,2013
1248,O3,Pumps Of All Types,Na,Russia,1083.0,6.966394,Machinery and parts,10,7544.604702,2013
1249,O6,"Railwy Trnsprt Equipmnts, Prts",Na,Russia,2665.0,0.164547,Machinery and parts,10,438.517755,2019
1250,Q7,Rmg Silk,Na,Russia,8806.0,0.15807000000000002,Fabric Materials,14,1391.96442,2014
1251,Q9,Rmg Wool,Na,Russia,4754.0,0.45802600000000004,Fabric Materials,14,2177.455604,2015
1252,G7,Silver,Kgs,Russia,410.0,0.013947,Metals,2,5.71827,2020
1253,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Russia,433.0,0.047708,Fabric Materials,14,20.657564,2019
1254,M1,Zinc And Products Made Of Zinc,Ton,Russia,1.0,0.005352,Metals,2,0.005352,2012
1255,I4,Other Miscellaenious Chemicals,Kgs,Singapore,84122.0,0.064583,Chemicals,7,5432.851126,2012
1256,K7,Packaging Materials,Ton,Singapore,1099.0,3.154442,Plastic Products,8,3466.731758,2012
1257,S6,Petroleum Products,Ton,Singapore,1111436.0,483.814234,Petroleum Products,13,537728557,2014
1258,K9,"Plastc Sht, Film, Plts Etc",Kgs,Singapore,1096369.0,2.288693,Plastic Products,8,2509252.056,2012
1259,K8,Plastic Raw Materials,Ton,Singapore,848.0,0.9201520000000001,Plastic Products,8,780.288896,2017
1260,S3,Silk Carpet,Sqm,Singapore,5.0,0.000833,Fabric Materials,14,0.004165,2012
1261,M1,Zinc And Products Made Of Zinc,Ton,Singapore,75.0,0.19697,Metals,2,14.77275,2014
1262,O4,"Aircraft, Spacecraft And Parts",Na,Singapore,1.0,244.393391,Machinery and Parts,10,244.393391,2020
1263,L5,"Aluminium, Products Of Aluminm",Ton,Singapore,33160.0,58.832487,Metals,2,1950885.269,2014
1264,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Singapore,7879.0,33.206337,Machinery and Parts,10,261632.7292,2017
1265,M3,Auto Components/Parts,Na,Singapore,555.0,8.861458,Machinery and Parts,10,4918.10919,2017
1266,I8,Auto Tyres And Tubes,Nos,Singapore,249952.0,9.939822,Rubber Products,5,2484478.389,2020
1267,H4,Ayush And Herbal Products,Kgs,Singapore,162238.0,1.515474,Cosmetics,6,245867.4708,2015
1268,N2,Bicycle And Parts,Na,Singapore,4354.0,0.426605,Machinery and Parts,10,1857.43817,2016
1269,H5,"Bulk Drugs, Drug Intermediates",Kgs,Singapore,1993654.0,61.992945999999996,Chemicals,7,123592484.8,2019
1270,S2,Carpet(Excl. Silk) Handmade,Sqm,Singapore,168502.0,3.487601,Handicrafts,12,587667.7437,2019
1271,O9,"Computer Hardware, Peripherals",Na,Singapore,26942.0,49.048154,Machinery and Parts,10,1321455.365,2012
1272,P1,Consumer Electronics,Na,Singapore,4154.0,51.943568,Electronic Components,11,215773.5815,2020
1273,L6,Copper And Prdcts Made Of Copr,Ton,Singapore,57667.0,292.786998,Metals,2,16884147.81,2015
1274,I5,Cosmetics And Toiletries,Na,Singapore,1538.0,62.37624,Cosmetics,6,95934.65712,2013
1275,P8,"Cotton Fabrics, Madeups Etc.",Na,Singapore,13430.0,6.185386,Fabric Materials,14,83069.73398,2018
1276,S4,Cotton Raw Incld. Waste,Ton,Singapore,5492.0,8.902761,Fabric Materials,14,48893.96341,2018
1277,P7,Cotton Yarn,Ton,Singapore,68.0,0.248894,Fabric Materials,14,16.924792,2019
1278,N3,"Cranes, Lifts And Winches",Na,Singapore,880.0,16.304602,Machinery and parts,10,14348.04976,2019
1279,H8,"Drug Formulations, Biologicals",Kgs,Singapore,1105931.0,51.880365000000005,Chemicals,7,57376103.94,2012
1280,H6,Dye Intermediates,Kgs,Singapore,85232.0,0.133819,Dyes,7,11405.66101,2020
1281,H7,Dyes,Kgs,Singapore,10972048.0,54.24043,Dyes,7,595128601.5,2013
1282,N4,Refrigerator,Na,Singapore,7998.0,104.216989,Electronic Components,11,833527.478,2015
1283,M4,Electrodes,Kgs,Singapore,51923.0,0.224345,Accumulators and Batteries,9,11648.66544,2019
1284,P2,Microwave ,Na,Singapore,12773.0,93.169965,Electronic Components,11,1190059.963,2015
1285,P3,Washing Machine,Na,Singapore,8198.0,79.47445400000001,Electronic Components,11,651531.5739,2017
1286,I6,Plastic bags,Kgs,Singapore,135849.0,1.830397,Plastic Materials,8,248657.6021,2012
1287,H2,Fertilizers Crude,Ton,Singapore,12.0,0.014387,Fertilizers,3,0.172644,2014
1288,H3,Fertilizers Manufactured,Ton,Singapore,115.0,0.533363,Fertilizers,3,61.336745,2013
1289,F8,Finished Leather,Kgs,Singapore,95059.0,1.852479,Leather Products,1,176094.8013,2015
1290,R8,Floor Cvrng Of Jute,Sqm,Singapore,3236.0,0.035814,Handicrafts,12,115.894104,2012
1291,G2,Footwear Of Leather,Na,Singapore,7889.0,14.410044000000001,Leather Products,1,113680.8371,2019
1292,J1,Footwear Of Rubber/Canvas Etc.,Na,Singapore,3353.0,0.499917,Rubber Products,5,1676.221701,2013
1293,G6,Gold,Kgs,Singapore,873.0,34.532022999999995,Metals,2,30146.45608,2016
1294,G9,Gold And Oth Precs Metl Jwlery,Na,Singapore,4309.0,220.97133,Metals,2,952165.461,2018
1295,S1,Handcrfs(Excl.Handmade Crpts),Na,Singapore,4436.0,8.946196,Handicrafts,12,39685.32546,2019
1296,K5,"Human Hair, Products Thereo",Kgs,Singapore,4704.0,1.7146549999999998,Cosmetics,6,8065.73712,2019
1297,N5,Ic Engines And Parts,Na,Singapore,336.0,56.273805,Machinery and parts,10,18907.99848,2019
1298,I2,Inorganic Chemicals,Kgs,Singapore,10864203.0,5.560461,Chemicals,7,60409977.08,2020
1299,L3,Iron And Steel,Ton,Singapore,47138.0,36.627251,Metals,2,1726535.358,2015
1300,R6,Jute Yarn,Ton,Singapore,47138.0,0.001452,Fabric Materials,14,68.444376,2020
1301,L7,Lead And Products Made Of Led,Ton,Singapore,116.0,0.318077,Metals,2,36.896932,2017
1302,G3,Leather Footwear Component,Kgs,Singapore,787511.0,10.454001,Leather Products,1,8232640.782,2013
1303,G1,Leather Garments,Kgs,Singapore,17385.0,1.6443450000000002,Leather Products,1,28586.93783,2017
1304,F9,Leather Goods,Na,Singapore,670127.0,4.039485,Leather Products,1,2706967.965,2016
1305,P6,Manmade Staple Fibre,Kgs,Singapore,230181.0,0.36428499999999997,Fabric Materials,14,83851.48559,2015
1306,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Singapore,6611.0,15.515506,Fabric Materials,14,102573.0102,2018
1307,O5,Motor Vehicle/Cars,Nos,Singapore,34.0,1.306273,Machinery and parts,10,44.413282,2016
1308,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Singapore,88.0,2.016875,Fabric Materials,14,177.485,2013
1309,I3,Organic Chemicals,Kgs,Singapore,104594364.0,125.55186699999999,Chemicals,7,13132017678,2017
1310,M2,Oth Non Ferous Metal And Prodc,Kgs,Singapore,106342.0,0.754304,Metals,2,80214.19597,2017
1311,I4,Other Miscellaenious Chemicals,Kgs,Singapore,554254.0,3.050894,Chemicals,7,1690970.203,2014
1312,L2,Other Plastic Items,Na,Singapore,5464.0,1.428248,Plastic Products,8,7803.947072,2015
1313,G8,Other Precious And Base Metals,Na,Singapore,45648.0,0.159393,Metals,2,7275.971664,2017
1314,I9,Othr Rubber Prodct Excpt Footw,Na,Singapore,39523.0,6.58672,Rubber Products,5,260326.9346,2018
1315,S6,Petroleum Products,Ton,Singapore,10706733.0,4750.150565,Petroleum Products,13,50858593809,2017
1316,K9,"Plastc Sht, Film, Plts Etc",Kgs,Singapore,1195498.0,3.5975339999999996,Plastic Products,8,4300844.702,2014
1317,K8,Plastic Raw Materials,Ton,Singapore,7476.0,21.031696,Plastic Products,8,157232.9593,2012
1318,L4,Products Of Iron And Steel,Na,Singapore,3815.0,37.689335,Metals,2,143784.813,2020
1319,O3,Pumps Of All Types,Na,Singapore,1961.0,15.55621,Machinery and parts,10,30505.72781,2013
1320,O6,"Railwy Trnsprt Equipmnts, Prts",Na,Singapore,3072.0,0.30380100000000004,Machinery and parts,10,933.276672,2020
1321,Q7,Rmg Silk,Na,Singapore,7797.0,1.284362,Fabric Materials,14,10014.17051,2019
1322,Q9,Rmg Wool,Na,Singapore,1097.0,0.589359,Fabric Materials,14,646.526823,2019
1323,S3,Silk Carpet,Sqm,Singapore,9.0,0.0014550000000000001,Fabric Materials,14,0.013095,2016
1324,G7,Silver,Kgs,Singapore,1185.0,0.079675,Metals,2,94.414875,2016
1325,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Singapore,495.0,0.34019299999999997,Fabric Materials,14,168.395535,2012
1326,R4,Wool,Kgs,Singapore,4.0,4.5e-05,Fabric Materials,14,0.00018,2013
1327,M1,Zinc And Products Made Of Zinc,Ton,Singapore,6237.0,16.902846,Metals,2,105423.0505,2019
1328,H9,Agro Chemicals,Kgs,South Africa,6284139.0,31.098565999999998,Fertilizers,3,195427711.4,2016
1329,L5,"Aluminium, Products Of Aluminm",Ton,South Africa,5371.0,15.27975,Metals,2,82067.53725,2018
1330,I8,Auto Tyres And Tubes,Nos,South Africa,285021.0,17.645751999999998,Rubber Products,5,5029409.881,2013
1331,H4,Ayush And Herbal Products,Kgs,South Africa,404744.0,2.977361,Cosmetics,6,1205069.001,2015
1332,H5,"Bulk Drugs, Drug Intermediates",Kgs,South Africa,5080461.0,86.523083,Chemicals,7,439577148.8,2018
1333,S2,Carpet(Excl. Silk) Handmade,Sqm,South Africa,476701.0,6.360332,Handicrafts,12,3031976.625,2018
1334,L6,Copper And Prdcts Made Of Copr,Ton,South Africa,366.0,3.062961,Metals,2,1121.043726,2018
1335,S4,Cotton Raw Incld. Waste,Ton,South Africa,2391.0,3.6531230000000003,Fabric Materials,14,8734.617093,2013
1336,P7,Cotton Yarn,Ton,South Africa,1245.0,4.143788,Fabric Materials,14,5159.01606,2017
1337,H8,"Drug Formulations, Biologicals",Kgs,South Africa,8610267.0,389.71457599999997,Chemicals,7,3355546553,2020
1338,H6,Dye Intermediates,Kgs,South Africa,58340.0,0.297032,Dyes,7,17328.84688,2012
1339,H7,Dyes,Kgs,South Africa,4547061.0,20.435628,Dyes,7,92922047.09,2017
1340,M4,Electrodes,Kgs,South Africa,147676.0,0.43065,Accumulators and Batteries,9,63596.6694,2014
1341,I6,Plastic bags,Kgs,South Africa,6306.0,0.146357,Plastic Materials,8,922.927242,2013
1342,H2,Fertilizers Crude,Ton,South Africa,1.0,0.000557,Fertilizers,3,0.000557,2019
1343,H3,Fertilizers Manufactured,Ton,South Africa,88.0,0.000898,Fertilizers,3,0.079024,2016
1344,F8,Finished Leather,Kgs,South Africa,895684.0,11.966358999999999,Leather Products,1,10718076.29,2014
1345,R8,Floor Cvrng Of Jute,Sqm,South Africa,85293.0,0.700785,Handicrafts,12,59772.05501,2012
1346,G6,Gold,Kgs,South Africa,80.0,0.000521,Metals,2,0.04168,2020
1347,S1,Handcrfs(Excl.Handmade Crpts),Na,South Africa,5444.0,11.85633,Handicrafts,12,64545.86052,2017
1348,K5,"Human Hair, Products Thereo",Kgs,South Africa,730.0,0.148795,Cosmetics,6,108.62035,2012
1349,I2,Inorganic Chemicals,Kgs,South Africa,52624118.0,21.271314,Chemicals,7,1119384138,2016
1350,L3,Iron And Steel,Ton,South Africa,63917.0,49.734722,Metals,2,3178894.226,2018
1351,E8,Iron Ore,Ton,South Africa,1.0,5.9e-05,Metals,2,0.000059,2013
1352,R6,Jute Yarn,Ton,South Africa,51.0,0.060398,Fabric Materials,14,3.080298,2013
1353,L7,Lead And Products Made Of Led,Ton,South Africa,56.0,0.141402,Metals,2,7.918512,2013
1354,G3,Leather Footwear Component,Kgs,South Africa,431530.0,6.687578,Leather Products,1,2885890.534,2017
1355,G1,Leather Garments,Kgs,South Africa,30119.0,1.8053310000000002,Leather Products,1,54374.76439,2020
1356,P6,Manmade Staple Fibre,Kgs,South Africa,1435608.0,1.4371049999999999,Fabric Materials,14,2063119.435,2017
1357,O5,Motor Vehicle/Cars,Nos,South Africa,76684.0,566.643197,Machinery and parts,10,43452466.92,2015
1358,E5,Natural Rubber,Ton,South Africa,18.0,0.039012,Rubber Products,5,0.702216,2017
1359,L8,"Nickel, Product Made Of Nickel",Ton,South Africa,7.0,0.184633,Metals,2,1.292431,2019
1360,I3,Organic Chemicals,Kgs,South Africa,45518479.0,37.551505,Chemicals,7,1709287392,2019
1361,M2,Oth Non Ferous Metal And Prodc,Kgs,South Africa,4061840.0,14.877669000000001,Metals,2,60430711.05,2012
1362,I4,Other Miscellaenious Chemicals,Kgs,South Africa,2876153.0,6.4399120000000005,Chemicals,7,18522172.22,2016
1363,K7,Packaging Materials,Ton,South Africa,1323.0,4.210598,Plastic Products,8,5570.621154,2013
1364,S6,Petroleum Products,Ton,South Africa,1928021.0,904.097625,Petroleum Products,13,1743119207,2017
1365,K9,"Plastc Sht, Film, Plts Etc",Kgs,South Africa,15700562.0,43.804874,Plastic Products,8,687761140.1,2019
1366,K8,Plastic Raw Materials,Ton,South Africa,9945.0,14.64282,Plastic Products,8,145622.8449,2014
1367,Q7,Rmg Silk,Na,South Africa,8915.0,1.3031469999999998,Fabric Materials,14,11617.55551,2016
1368,Q9,Rmg Wool,Na,South Africa,4773.0,2.882845,Fabric Materials,14,13759.81919,2012
1369,G7,Silver,Kgs,South Africa,220.0,0.029220999999999997,Metals,2,6.42862,2015
1370,M1,Zinc And Products Made Of Zinc,Ton,South Africa,8355.0,22.029066,Metals,2,184052.8464,2020
1371,H9,Agro Chemicals,Kgs,Sri Lanka ,1976268.0,9.622517,Fertilizers,3,19016672.43,2017
1372,L5,"Aluminium, Products Of Aluminm",Ton,Sri Lanka ,6347.0,16.069577,Metals,2,101993.6052,2015
1373,I8,Auto Tyres And Tubes,Nos,Sri Lanka ,1482000.0,20.190385,Rubber Products,5,29922150.57,2012
1374,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,407571.0,2.170625,Cosmetics,6,884683.8019,2013
1375,H5,"Bulk Drugs, Drug Intermediates",Kgs,Sri Lanka ,6752897.0,10.050903,Chemicals,7,67872712.72,2018
1376,S2,Carpet(Excl. Silk) Handmade,Sqm,Sri Lanka ,63462.0,0.43741499999999994,Handicrafts,12,27759.23073,2016
1377,L6,Copper And Prdcts Made Of Copr,Ton,Sri Lanka ,1917.0,10.727027,Metals,2,20563.71076,2013
1378,S4,Cotton Raw Incld. Waste,Ton,Sri Lanka ,118.0,0.073067,Fabric Materials,14,8.621906,2013
1379,P7,Cotton Yarn,Ton,Sri Lanka ,20312.0,70.845517,Fabric Materials,14,1439014.141,2014
1380,H8,"Drug Formulations, Biologicals",Kgs,Sri Lanka ,7894554.0,196.75001799999998,Chemicals,7,1553253642,2015
1381,H6,Dye Intermediates,Kgs,Sri Lanka ,3274417.0,0.8856360000000001,Dyes,7,2899941.574,2015
1382,H7,Dyes,Kgs,Sri Lanka ,1434412.0,7.249405,Dyes,7,10398633.52,2017
1383,M4,Electrodes,Kgs,Sri Lanka ,61989.0,0.36854499999999996,Accumulators and Batteries,9,22845.73601,2019
1384,I6,Plastic tubes,Kgs,Sri Lanka ,102832.0,0.811174,Plastic Materials,8,83414.64477,2013
1385,H2,Fertilizers Crude,Ton,Sri Lanka ,165.0,0.14163499999999998,Fertilizers,3,23.369775,2013
1386,H3,Fertilizers Manufactured,Ton,Sri Lanka ,5681.0,2.829777,Fertilizers,3,16075.96314,2012
1387,F8,Finished Leather,Kgs,Sri Lanka ,232349.0,4.027908,Leather Products,1,935880.3959,2017
1388,R8,Floor Cvrng Of Jute,Sqm,Sri Lanka ,380.0,0.003654,Handicrafts,12,1.38852,2017
1389,K5,"Human Hair, Products Thereo",Kgs,Sri Lanka ,1178.0,0.015986,Cosmetics,6,18.831508,2016
1390,I2,Inorganic Chemicals,Kgs,Sri Lanka ,55100548.0,27.489990999999996,Chemicals,7,1514713569,2014
1391,L3,Iron And Steel,Ton,Sri Lanka ,240818.0,122.191457,Metals,2,29425902.29,2016
1392,R6,Jute Yarn,Ton,Sri Lanka ,3.0,0.004622,Fabric Materials,14,0.013866,2015
1393,L7,Lead And Products Made Of Led,Ton,Sri Lanka ,431.0,0.968218,Metals,2,417.301958,2018
1394,G3,Leather Footwear Component,Kgs,Sri Lanka ,100107.0,1.1171959999999999,Leather Products,1,111839.14,2013
1395,G1,Leather Garments,Kgs,Sri Lanka ,1048.0,0.060105,Leather Products,1,62.99004,2013
1396,P6,Manmade Staple Fibre,Kgs,Sri Lanka ,586097.0,1.186415,Fabric Materials,14,695354.2723,2017
1397,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,72977.0,273.95574300000004,Machinery and parts,10,19992468.26,2015
1398,I3,Organic Chemicals,Kgs,Sri Lanka ,8951423.0,11.308726,Chemicals,7,101229190,2012
1399,M2,Oth Non Ferous Metal And Prodc,Kgs,Sri Lanka ,1983784.0,10.79854,Metals,2,21421970.88,2020
1400,I4,Other Miscellaenious Chemicals,Kgs,Sri Lanka ,3559511.0,5.02351,Chemicals,7,17881239.1,2017
1401,K7,Packaging Materials,Ton,Sri Lanka ,2834.0,9.476538,Plastic Products,8,26856.50869,2012
1402,S6,Petroleum Products,Ton,Sri Lanka ,1110414.0,458.09979699999997,Petroleum Products,13,508680428,2012
1403,K9,"Plastc Sht, Film, Plts Etc",Kgs,Sri Lanka ,9314788.0,20.290319,Plastic Products,8,189000019.9,2020
1404,K8,Plastic Raw Materials,Ton,Sri Lanka ,35357.0,45.244903,Plastic Products,8,1599724.035,2015
1405,G7,Silver,Kgs,Sri Lanka ,0.0,0.000139,Metals,2,0,2018
1406,M1,Zinc And Products Made Of Zinc,Ton,Sri Lanka ,212.0,0.651026,Metals,2,138.017512,2019
1407,L5,"Aluminium, Products Of Aluminm",Ton,Sri Lanka ,0.0,0.000275,Metals,2,0,2014
1408,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,70.0,0.0008320000000000001,Cosmetics,6,0.05824,2012
