pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
H2,Fertilizers Crude,Ton,Hong Kong,9,0.30371,Fertilizers,3,2.73339,2018
H3,Fertilizers Manufactured,Ton,Hong Kong,806,0.845186,Fertilizers,3,681.219916,2016
F8,Finished Leather,Kgs,Hong Kong,91387,0.62711,Leather Products,1,57309.70157,2020
R8,Floor Cvrng Of Jute,Sqm,Hong Kong,17010,0.018079,Handicrafts,12,307.52379,2018
G6,Gold,Kgs,Hong Kong,17010,0.151061,Metals,2,2569.54761,2015
K5,"Human Hair, Products Thereo",Kgs,Hong Kong,2444,68.228006,Cosmetics,6,166749.2467,2014
I2,Inorganic Chemicals,Kgs,Hong Kong,2653347,67.704832,Chemicals,7,179644412.9,2013
L3,Iron And Steel,Ton,Hong Kong,11964,2.537915,Metals,2,30363.61506,2015
R6,Jute Yarn,Ton,Hong Kong,11964,0.872256,Fabric Materials,14,10435.67078,2018
L7,Lead And Products Made Of Led,Ton,Hong Kong,50,18.462011,Metals,2,923.10055,2018
G3,Leather Footwear Component,Kgs,Hong Kong,16491,0.425566,Leather Products,1,7018.008906,2020
G1,Leather Garments,Kgs,Hong Kong,16660,0.508144,Leather Products,1,8465.67904,2018
P6,Manmade Staple Fibre,Kgs,Hong Kong,15108673,0.247996,Fabric Materials,14,3746890.469,2014
O5,Motor Vehicle/Cars,Nos,Hong Kong,10017,0.974164,Machinery and parts,10,9758.200788,2014
L8,"Nickel, Product Made Of Nickel",Ton,Hong Kong,6,36.929416,Metals,2,221.576496,2014
I3,Organic Chemicals,Kgs,Hong Kong,8400957,0.183548,Chemicals,7,1541978.855,2017
M2,Oth Non Ferous Metal And Prodc,Kgs,Hong Kong,118119,147.619516,Metals,2,17436669.61,2013
I4,Other Miscellaenious Chemicals,Kgs,Hong Kong,2070737,132.178607,Chemicals,7,273707132.1,2013
K7,Packaging Materials,Ton,Hong Kong,3925,0.010223,Plastic Products,8,40.125275,2016
S6,Petroleum Products,Ton,Hong Kong,2407973,21.656998,Petroleum Products,13,52149466.45,2015
K9,"Plastc Sht, Film, Plts Etc",Kgs,Hong Kong,7418014,0.024637,Plastic Products,8,182757.6109,2017
K8,Plastic Raw Materials,Ton,Hong Kong,58912,14.129248,Plastic Products,8,832382.2582,2019
G7,Silver,Kgs,Hong Kong,55,10.103706,Metals,2,555.70383,2015
M1,Zinc And Products Made Of Zinc,Ton,Hong Kong,1520,0.33006,Metals,2,501.6912,2015
H9,Agro Chemicals,Kgs,Hong Kong,47692,2.508265,Fertilizers,3,119624.1744,2012
L5,"Aluminium, Products Of Aluminm",Ton,Hong Kong,98,321.274841,Metals,2,31484.93442,2012
I8,Auto Tyres And Tubes,Nos,Hong Kong,12445,56.761351,Rubber Products,5,706395.0132,2012
H4,Ayush And Herbal Products,Kgs,Hong Kong,11746,0.492423,Cosmetics,6,5784.000558,2015
H5,"Bulk Drugs, Drug Intermediates",Kgs,Hong Kong,2503,0.020619,Chemicals,7,51.609357,2019
S2,Carpet(Excl. Silk) Handmade,Sqm,Hong Kong,9656,13.964605,Handicrafts,12,134842.2259,2014
L6,Copper And Prdcts Made Of Copr,Ton,Hong Kong,77,0.006039,Metals,2,0.465003,2019
S4,Cotton Raw Incld. Waste,Ton,Hong Kong,1,2.401817,Fabric Materials,14,2.401817,2016
P7,Cotton Yarn,Ton,Hong Kong,1,0.49074,Fabric Materials,14,0.49074,2019
H8,"Drug Formulations, Biologicals",Kgs,Hong Kong,435633,0.289467,Chemicals,7,126101.3776,2019
H7,Dyes,Kgs,Hong Kong,2009,29.122988,Dyes,7,58508.08289,2014
M4,Electrodes,Kgs,Hong Kong,11390,1.022355,Accumulators and Batteries,9,11644.62345,2015
I6,Plastic bags,Kgs,Hong Kong,1304,38.314043,Plastic Materials,8,49961.51207,2013
H2,Fertilizers Crude,Ton,Hong Kong,6969,0.000123,Fertilizers,3,0.857187,2016
H3,Fertilizers Manufactured,Ton,Hong Kong,5,5.133393,Fertilizers,3,25.666965,2014
R8,Floor Cvrng Of Jute,Sqm,Hong Kong,474,0.00452,Handicrafts,12,2.14248,2014
I2,Inorganic Chemicals,Kgs,Hong Kong,29094,3.695239,Chemicals,7,107509.2835,2012
L3,Iron And Steel,Ton,Hong Kong,16914,2.508771,Metals,2,42433.35269,2019
L7,Lead And Products Made Of Led,Ton,Hong Kong,22,0.163264,Metals,2,3.591808,2018
G3,Leather Footwear Component,Kgs,Hong Kong,521,26.277498,Leather Products,1,13690.57646,2014
P6,Manmade Staple Fibre,Kgs,Hong Kong,26434,0.014667,Fabric Materials,14,387.707478,2012
O5,Motor Vehicle/Cars,Nos,Hong Kong,106,33.397977,Machinery and parts,10,3540.185562,2017
L8,"Nickel, Product Made Of Nickel",Ton,Hong Kong,106,0.147486,Metals,2,15.633516,2013
I3,Organic Chemicals,Kgs,Hong Kong,29473,0.013611,Chemicals,7,401.157003,2020
M2,Oth Non Ferous Metal And Prodc,Kgs,Hong Kong,51612,30.855397,Metals,2,1592508.75,2015
I4,Other Miscellaenious Chemicals,Kgs,Hong Kong,11146,0.085952,Chemicals,7,958.020992,2016
K7,Packaging Materials,Ton,Hong Kong,825,0.306636,Plastic Products,8,252.9747,2017
S6,Petroleum Products,Ton,Hong Kong,2592,0.532894,Petroleum Products,13,1381.261248,2017
K9,"Plastc Sht, Film, Plts Etc",Kgs,Hong Kong,109382,1.321484,Plastic Products,8,144546.5629,2019
K8,Plastic Raw Materials,Ton,Hong Kong,2959,4.624333,Plastic Products,8,13683.40135,2013
S3,Silk Carpet,Sqm,Hong Kong,25,1.441411,Fabric Materials,14,36.035275,2019
M1,Zinc And Products Made Of Zinc,Ton,Hong Kong,25,17.93617,Metals,2,448.40425,2018
H9,Agro Chemicals,Kgs,Hong Kong,3234700,60.631867,Fertilizers,3,196125900.2,2020
L5,"Aluminium, Products Of Aluminm",Ton,Hong Kong,37144,137.428128,Metals,2,5104630.386,2015
I8,Auto Tyres And Tubes,Nos,Hong Kong,142555,0.656887,Rubber Products,5,93642.52629,2013
H4,Ayush And Herbal Products,Kgs,Hong Kong,717599,0.134242,Cosmetics,6,96331.92496,2018
H5,"Bulk Drugs, Drug Intermediates",Kgs,Hong Kong,3241729,0.044478,Chemicals,7,144185.6225,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,Hong Kong,1603171,69.339933,Handicrafts,12,111163769.7,2020
L6,Copper And Prdcts Made Of Copr,Ton,Hong Kong,969,0.495946,Metals,2,480.571674,2012
S4,Cotton Raw Incld. Waste,Ton,Hong Kong,164,7.93362,Fabric Materials,14,1301.11368,2012
P7,Cotton Yarn,Ton,Hong Kong,7772,0.466325,Fabric Materials,14,3624.2779,2016
H8,"Drug Formulations, Biologicals",Kgs,Hong Kong,895003,7.435164,Chemicals,7,6654494.085,2018
H6,Dye Intermediates,Kgs,Hong Kong,460679,7.30561,Dyes,7,3365541.109,2015
H7,Dyes,Kgs,Hong Kong,8662105,3.707665,Dyes,7,32116183.53,2019
M4,Electrodes,Kgs,Hong Kong,60223,27.049548,Accumulators and Batteries,9,1629004.929,2015
I6,Plastic tubes,Kgs,Hong Kong,41953,5428.082041,Plastic Materials,8,227724325.9,2014
H2,Fertilizers Crude,Ton,Hong Kong,25,2.109939,Fertilizers,3,52.748475,2017
H3,Fertilizers Manufactured,Ton,Hong Kong,96,15.587582,Fertilizers,3,1496.407872,2013
F8,Finished Leather,Kgs,Hong Kong,1303502,2.774253,Leather Products,1,3616244.334,2019
R8,Floor Cvrng Of Jute,Sqm,Hong Kong,89085,2.286292,Handicrafts,12,203674.3228,2020
K5,"Human Hair, Products Thereo",Kgs,Hong Kong,11382,3.886655,Cosmetics,6,44237.90721,2013
N1,"Aircraft, Spacecraft And Parts",Na,Germany,585,205.956195,Machinery and Parts,10,120484.3741,2015
M5,Accumulators And Batteries,Na,Germany,657327,11.405024,Accumulators and Batteries,10,7496830.211,2013
H9,Agro Chemicals,Kgs,Germany,45705,123.263495,Fertilizers,3,5633758.039,2019
O4,"Aircraft, Spacecraft And Parts",Na,Germany,200701,172.141606,Machinery and Parts,10,34548992.47,2018
L5,"Aluminium, Products Of Aluminm",Ton,Germany,326363,1.676519,Metals,2,547153.7704,2014
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Germany,3974055,149.07986,Machinery and Parts,10,592451563,2014
M3,Auto Components/Parts,Na,Germany,23780,133.082378,Machinery and Parts,10,3164698.949,2017
I8,Auto Tyres And Tubes,Nos,Germany,63104,633.733604,Rubber Products,5,39991125.35,2017
H4,Ayush And Herbal Products,Kgs,Germany,349,16.551608,Cosmetics,6,5776.511192,2020
N2,Bicycle And Parts,Na,Germany,1171,18.180251,Machinery and Parts,10,21289.07392,2016
H5,"Bulk Drugs, Drug Intermediates",Kgs,Germany,76,2.515028,Chemicals,7,191.142128,2020
S2,Carpet(Excl. Silk) Handmade,Sqm,Germany,148794,12.284032,Handicrafts,12,1827790.257,2018
O9,"Computer Hardware, Peripherals",Na,Germany,12416,72.376975,Machinery and Parts,10,898632.5216,2018
P1,Consumer Electronics,Na,Germany,21147,3.05738,Electronic Components,11,64654.41486,2020
L6,Copper And Prdcts Made Of Copr,Ton,Germany,2,0.252187,Metals,2,0.504374,2015
I5,Cosmetics And Toiletries,Na,Germany,10,0.046586,Cosmetics,6,0.46586,2012
P8,"Cotton Fabrics, Madeups Etc.",Na,Germany,885430,49.671149,Fabric Materials,14,43980325.46,2012
S4,Cotton Raw Incld. Waste,Ton,Germany,561908,0.71579,Fabric Materials,14,402208.1273,2018
P7,Cotton Yarn,Ton,Germany,4734025,0.410238,Fabric Materials,14,1942076.948,2016
N3,"Cranes, Lifts And Winches",Na,Germany,1716657,0.033201,Machinery and parts,10,56994.72906,2017
H8,"Drug Formulations, Biologicals",Kgs,Germany,1003648,1.086304,Chemicals,7,1090266.837,2020
H6,Dye Intermediates,Kgs,Germany,303225,0.094151,Dyes,7,28548.93698,2020
H7,Dyes,Kgs,Germany,185,0.029495,Dyes,7,5.456575,2016
N4,Air conditioner,Na,Germany,75540,56.303067,Electronic Components,11,4253133.681,2019
M4,Electrodes,Kgs,Germany,1893722,37.68883,Accumulators and Batteries,9,71372166.53,2015
P2,Microwave ,Na,Germany,2515,112.556947,Electronic Components,11,283080.7217,2020
P3,Washing Machine,Na,Germany,22942,120.565944,Electronic Components,11,2766023.887,2020
I6,Plastic bags,Kgs,Germany,207,1.896423,Plastic Materials,8,392.559561,2016
H2,Fertilizers Crude,Ton,Germany,630537,0.011964,Fertilizers,3,7543.744668,2020
H3,Fertilizers Manufactured,Ton,Germany,2220939,0.118722,Fertilizers,3,263674.32,2020
F8,Finished Leather,Kgs,Germany,21,243.410305,Leather Products,1,5111.616405,2017
R8,Floor Cvrng Of Jute,Sqm,Germany,641,1.287762,Handicrafts,12,825.455442,2017
G2,Footwear Of Leather,Na,Germany,47775598,232.261646,Leather Products,1,11096439030,2012
J1,Footwear Of Rubber/Canvas Etc.,Na,Germany,252845,5.999213,Rubber Products,5,1516871.011,2016
G9,Gold And Oth Precs Metl Jwlery,Na,Germany,2618,20.224421,Metals,2,52947.53418,2017
K5,"Human Hair, Products Thereo",Kgs,Germany,51917,586.571543,Cosmetics,6,30453034.8,2014
N5,Ic Engines And Parts,Na,Germany,2973,11.385135,Machinery and parts,10,33848.00636,2015
I2,Inorganic Chemicals,Kgs,Germany,14580748,412.393372,Chemicals,7,6013003834,2020
L3,Iron And Steel,Ton,Germany,10308,623.966447,Metals,2,6431846.136,2014
R6,Jute Yarn,Ton,Germany,11977,5.195815,Fabric Materials,14,62230.27626,2013
R5,"Jute, Raw",Ton,Germany,61706,0.244172,Fabric Materials,14,15066.87743,2018
L7,Lead And Products Made Of Led,Ton,Germany,2783,23.898021,Metals,2,66508.19244,2017
G3,Leather Footwear Component,Kgs,Germany,24884,8.643466,Leather Products,1,215084.0079,2013
G1,Leather Garments,Kgs,Germany,620,0.024134,Leather Products,1,14.96308,2015
F9,Leather Goods,Na,Germany,2,0.646589,Leather Products,1,1.293178,2014
P6,Manmade Staple Fibre,Kgs,Germany,406618872,0.569411,Fabric Materials,14,231533258.5,2019
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Germany,3166222,0.340127,Fabric Materials,14,1076917.59,2017
O5,Motor Vehicle/Cars,Nos,Germany,497164,55.368747,Machinery and parts,10,27527347.73,2015
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Germany,84,6.47677,Fabric Materials,14,544.04868,2019
L8,"Nickel, Product Made Of Nickel",Ton,Germany,15091521,7.607459,Metals,2,114808127.3,2020
I3,Organic Chemicals,Kgs,Germany,1476,1.17839,Chemicals,7,1739.30364,2019
M2,Oth Non Ferous Metal And Prodc,Kgs,Germany,23226578,9.297371,Metals,2,215946112.7,2019
I4,Other Miscellaenious Chemicals,Kgs,Germany,14578,0.033099,Chemicals,7,482.517222,2018
L2,Other Plastic Items,Na,Germany,9,12.219751,Plastic Products,8,109.977759,2016
G8,Other Precious And Base Metals,Na,Germany,18133493,0.02798,Metals,2,507375.1341,2015
I9,Othr Rubber Prodct Excpt Footw,Na,Germany,198691,96.338805,Rubber Products,5,19141653.5,2020
K7,Packaging Materials,Ton,Germany,158219,0.008202,Plastic Products,8,1297.712238,2018
S6,Petroleum Products,Ton,Germany,151850,161.761011,Petroleum Products,13,24563409.52,2017
K9,"Plastc Sht, Film, Plts Etc",Kgs,Germany,3,1527.597029,Plastic Products,8,4582.791087,2017
K8,Plastic Raw Materials,Ton,Germany,20676395,73.099789,Plastic Products,8,1511440112,2013
L4,Products Of Iron And Steel,Na,Germany,705491,237.691136,Metals,2,167688957.2,2018
O3,Pumps Of All Types,Na,Germany,14321966,5.039571,Machinery and parts,10,72176564.52,2014
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Germany,7565065,0.259615,Machinery and parts,10,1964004.35,2018
F5,Rechargable Batteries,Kgs,Germany,23069,0.096988,Accumulators and Batteries,9,2237.416172,2017
Q7,Rmg Silk,Na,Germany,1728,0.594409,Fabric Materials,14,1027.138752,2018
Q9,Rmg Wool,Na,Germany,13,297.757022,Fabric Materials,14,3870.841286,2013
S3,Silk Carpet,Sqm,Germany,138,37.200029,Fabric Materials,14,5133.604002,2016
R4,Silk Waste,Kgs,Germany,136100,28.514361,Fabric Materials,14,3880804.532,2016
G7,Silver,Kgs,Germany,1486397,0.13593,Metals,2,202045.9442,2018
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Germany,168,589.852237,Fabric Materials,14,99095.17582,2016
Q4,"Wool, Raw",Kgs,Germany,13,0.024226,Fabric Materials,14,0.314938,2014
M1,Zinc And Products Made Of Zinc,Ton,Germany,69059,0.198267,Metals,2,13692.12075,2019
N1,"Aircraft, Spacecraft And Parts",Na,France,1895,41.008734,Machinery and Parts,10,77711.55093,2020
M5,Accumulators And Batteries,Na,France,6,2.880466,Accumulators and Batteries,10,17.282796,2013
H9,Agro Chemicals,Kgs,France,46,10.059949,Fertilizers,3,462.757654,2018
O4,"Aircraft, Spacecraft And Parts",Na,France,109,1918.759198,Machinery and Parts,10,209144.7526,2017
L5,"Aluminium, Products Of Aluminm",Ton,France,23,27.371997,Metals,2,629.555931,2014
N7,"Atm, Injctng Mlding Mchnry Etc",Na,France,428,20.458722,Machinery and Parts,10,8756.333016,2015
M3,Auto Components/Parts,Na,France,21006,14.08149,Machinery and Parts,10,295795.7789,2015
I8,Auto Tyres And Tubes,Nos,France,4,53.989687,Rubber Products,5,215.958748,2017
H4,Ayush And Herbal Products,Kgs,France,742,19.726066,Cosmetics,6,14636.74097,2014
N2,Bicycle And Parts,Na,France,595,0.259349,Machinery and Parts,10,154.312655,2019
H5,"Bulk Drugs, Drug Intermediates",Kgs,France,6754,0.286163,Chemicals,7,1932.744902,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,France,2249,12.527838,Handicrafts,12,28175.10766,2016
O9,"Computer Hardware, Peripherals",Na,France,6,46.87885,Machinery and Parts,10,281.2731,2018
P1,Consumer Electronics,Na,France,4102474,0.338519,Electronic Components,11,1388765.396,2012
L6,Copper And Prdcts Made Of Copr,Ton,France,296328,0.562476,Metals,2,166677.3881,2016
I5,Cosmetics And Toiletries,Na,France,2658,0.000094,Cosmetics,6,0.249852,2017
P8,"Cotton Fabrics, Madeups Etc.",Na,France,80738,5.905009,Fabric Materials,14,476758.6166,2013
S4,Cotton Raw Incld. Waste,Ton,France,95971,1.162161,Fabric Materials,14,111533.7533,2016
P7,Cotton Yarn,Ton,France,190785,0.496805,Fabric Materials,14,94782.94193,2013
N3,"Cranes, Lifts And Winches",Na,France,40,0.068614,Machinery and parts,10,2.74456,2012
H8,"Drug Formulations, Biologicals",Kgs,France,184628,0.001089,Chemicals,7,201.059892,2014
H6,Dye Intermediates,Kgs,France,7082,13.821916,Dyes,7,97886.80911,2019
H7,Dyes,Kgs,France,2170,13.216132,Dyes,7,28679.00644,2012
N4,Air conditioner,Na,France,1300,17.213252,Electronic Components,11,22377.2276,2019
M4,Electrodes,Kgs,France,33772,66.050914,Accumulators and Batteries,9,2230671.468,2018
P2,Microwave ,Na,France,3,1.110612,Electronic Components,11,3.331836,2012
P3,Washing Machine,Na,France,2048663,0.102283,Electronic Components,11,209543.3976,2014
I6,Plastic bags,Kgs,France,4741506,20.844987,Plastic Materials,8,98836630.93,2020
H2,Fertilizers Crude,Ton,France,10,9.84337,Fertilizers,3,98.4337,2020
H3,Fertilizers Manufactured,Ton,France,16609490,141.845269,Fertilizers,3,2355977577,2018
F8,Finished Leather,Kgs,France,201164,0.017745,Leather Products,1,3569.65518,2017
R8,Floor Cvrng Of Jute,Sqm,France,685,1.472808,Handicrafts,12,1008.87348,2013
G2,Footwear Of Leather,Na,France,435,253.016406,Leather Products,1,110062.1366,2014
J1,Footwear Of Rubber/Canvas Etc.,Na,France,1322,1.940664,Rubber Products,5,2565.557808,2013
G9,Gold And Oth Precs Metl Jwlery,Na,France,614923,107.871885,Metals,2,66332903.14,2017
K5,"Human Hair, Products Thereo",Kgs,France,14125,92.359655,Cosmetics,6,1304580.127,2020
N5,Ic Engines And Parts,Na,France,31486,9.277037,Machinery and parts,10,292096.787,2020
I2,Inorganic Chemicals,Kgs,France,129,0.047313,Chemicals,7,6.103377,2012
L3,Iron And Steel,Ton,France,25588,0.002258,Metals,2,57.777704,2017
L7,Lead And Products Made Of Led,Ton,France,169,5.992218,Metals,2,1012.684842,2012
G3,Leather Footwear Component,Kgs,France,44747839,0.121648,Leather Products,1,5443485.119,2015
G1,Leather Garments,Kgs,France,1013981,0.014808,Leather Products,1,15015.03065,2020
F9,Leather Goods,Na,France,68444,0.770003,Leather Products,1,52702.08533,2018
P6,Manmade Staple Fibre,Kgs,France,959215,0.072773,Fabric Materials,14,69804.9532,2016
Q3,"Manmade Yarn,Fabrics,Madeups",Na,France,1609934,1.105984,Fabric Materials,14,1780561.245,2012
O5,Motor Vehicle/Cars,Nos,France,871,1.540418,Machinery and parts,10,1341.704078,2012
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,France,2556091,16.636818,Fabric Materials,14,42525220.76,2020
I3,Organic Chemicals,Kgs,France,44897,0.089111,Chemicals,7,4000.816567,2016
M2,Oth Non Ferous Metal And Prodc,Kgs,France,2558418,2.600436,Metals,2,6653002.27,2017
I4,Other Miscellaenious Chemicals,Kgs,France,40703,0.882105,Chemicals,7,35904.31982,2017
L2,Other Plastic Items,Na,France,76570,9.971015,Plastic Products,8,763480.6186,2017
G8,Other Precious And Base Metals,Na,France,399665,6.117541,Metals,2,2444967.024,2019
I9,Othr Rubber Prodct Excpt Footw,Na,France,15235932,0.007301,Rubber Products,5,111237.5395,2013
K7,Packaging Materials,Ton,France,66970,6.777828,Plastic Products,8,453911.1412,2015
S6,Petroleum Products,Ton,France,6160312,0.000809,Petroleum Products,13,4983.692408,2015
K9,"Plastc Sht, Film, Plts Etc",Kgs,France,890000,22.249967,Plastic Products,8,19802470.63,2014
K8,Plastic Raw Materials,Ton,France,216364,141.634149,Plastic Products,8,30644531.01,2016
B8,Plastic Toys,Ton,France,2748,38.310997,Plastic Products,8,105278.6198,2013
L4,Products Of Iron And Steel,Na,France,3200,169.888138,Metals,2,543642.0416,2014
O3,Pumps Of All Types,Na,France,726,1.577746,Machinery and parts,10,1145.443596,2012
O6,"Railwy Trnsprt Equipmnts, Prts",Na,France,410987,0.015215,Machinery and parts,10,6253.167205,2019
Q7,Rmg Silk,Na,France,1267,0.039101,Fabric Materials,14,49.540967,2012
Q9,Rmg Wool,Na,France,2,9.459936,Fabric Materials,14,18.919872,2012
S3,Silk Carpet,Sqm,France,5,17.67387,Fabric Materials,14,88.36935,2016
G7,Silver,Kgs,France,3290,2.264941,Metals,2,7451.65589,2018
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,France,107910,4.316543,Fabric Materials,14,465798.1551,2012
M1,Zinc And Products Made Of Zinc,Ton,France,91047,87.093396,Metals,2,7929592.426,2016
H9,Agro Chemicals,Kgs,Denmark,4,13.902708,Fertilizers,3,55.610832,2013
O4,"Aircraft, Spacecraft And Parts",Na,Denmark,19388,0.103072,Machinery and Parts,10,1998.359936,2020
L5,"Aluminium, Products Of Aluminm",Ton,Denmark,1904,0.001011,Metals,2,1.924944,2012
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Denmark,40,17.36133,Machinery and Parts,10,694.4532,2014
M3,Auto Components/Parts,Na,Denmark,13732,0.028102,Machinery and Parts,10,385.896664,2015
I8,Auto Tyres And Tubes,Nos,Denmark,11157,4.866079,Rubber Products,5,54290.8434,2020
H4,Ayush And Herbal Products,Kgs,Denmark,58,7.459975,Cosmetics,6,432.67855,2013
N2,Bicycle And Parts,Na,Denmark,1,0.442238,Machinery and Parts,10,0.442238,2020
H5,"Bulk Drugs, Drug Intermediates",Kgs,Denmark,26843,0.049759,Chemicals,7,1335.680837,2018
S2,Carpet(Excl. Silk) Handmade,Sqm,Denmark,992,0.075077,Handicrafts,12,74.476384,2013
O9,"Computer Hardware, Peripherals",Na,Denmark,1572471,0.173923,Machinery and Parts,10,273488.8737,2015
P1,Consumer Electronics,Na,Denmark,50685,40.727668,Electronic Components,11,2064281.853,2013
K5,"Human Hair, Products Thereo",Kgs,Denmark,4293,0.007897,Cosmetics,6,33.901821,2015
N5,Ic Engines And Parts,Na,Denmark,694,0.3468,Machinery and parts,10,240.6792,2019
I2,Inorganic Chemicals,Kgs,Denmark,314,0.862621,Chemicals,7,270.862994,2018
L3,Iron And Steel,Ton,Denmark,96,0.2629,Metals,2,25.2384,2013
G3,Leather Footwear Component,Kgs,Denmark,370,0.007975,Leather Products,1,2.95075,2015
G1,Leather Garments,Kgs,Denmark,238,0.187538,Leather Products,1,44.634044,2018
F9,Leather Goods,Na,Denmark,23680,0.94099,Leather Products,1,22282.6432,2019
P6,Manmade Staple Fibre,Kgs,Denmark,2402,1.003191,Fabric Materials,14,2409.664782,2020
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Denmark,87,3.484558,Fabric Materials,14,303.156546,2018
O5,Motor Vehicle/Cars,Nos,Denmark,83541,0.402382,Machinery and parts,10,33615.39466,2017
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Denmark,44381,0.030589,Fabric Materials,14,1357.570409,2019
I3,Organic Chemicals,Kgs,Denmark,54,0.004418,Chemicals,7,0.238572,2017
M2,Oth Non Ferous Metal And Prodc,Kgs,Denmark,326,2.03052,Metals,2,661.94952,2015
I4,Other Miscellaenious Chemicals,Kgs,Denmark,40993,3.576732,Chemicals,7,146620.9749,2019
L2,Other Plastic Items,Na,Denmark,921669,71.773619,Plastic Products,8,66151519.65,2019
I9,Othr Rubber Prodct Excpt Footw,Na,Denmark,28446,0.12266,Rubber Products,5,3489.18636,2020
K7,Packaging Materials,Ton,Denmark,1250,16.820124,Plastic Products,8,21025.155,2012
S6,Petroleum Products,Ton,Denmark,5,0.044637,Petroleum Products,13,0.223185,2019
K9,"Plastc Sht, Film, Plts Etc",Kgs,Denmark,373301,3.287546,Plastic Products,8,1227244.209,2020
K8,Plastic Raw Materials,Ton,Denmark,86,38.416366,Plastic Products,8,3303.807476,2015
B8,Plastic Water Bottles,Ton,Denmark,330737,0.005962,Plastic Products,8,1971.853994,2012
L4,Products Of Iron And Steel,Na,Denmark,574715,0.077536,Metals,2,44561.10224,2019
O3,Pumps Of All Types,Na,Denmark,352,0.010812,Machinery and parts,10,3.805824,2019
Q7,Rmg Silk,Na,Denmark,4618,0.001848,Fabric Materials,14,8.534064,2020
Q9,Rmg Wool,Na,Denmark,27924,0.049107,Fabric Materials,14,1371.263868,2012
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Denmark,10605,0.020374,Fabric Materials,14,216.06627,2018
M1,Zinc And Products Made Of Zinc,Ton,Denmark,402737,0.263358,Metals,2,106064.0108,2020
H9,Agro Chemicals,Kgs,China ,78639778,197.238966,Fertilizers,3,15510828499,2019
O4,"Aircraft, Spacecraft And Parts",Na,China ,21931109,87.775256,Machinery and Parts,10,1925008707,2016
L5,"Aluminium, Products Of Aluminm",Ton,China ,36934,172.516867,Metals,2,6371737.966,2015
N7,"Atm, Injctng Mlding Mchnry Etc",Na,China ,497476180,0.049502,Machinery and Parts,10,24626065.86,2020
M3,Auto Components/Parts,Na,China ,2059528,47.912521,Machinery and Parts,10,98677178.55,2020
I8,Auto Tyres And Tubes,Nos,China ,181,692.263131,Rubber Products,5,125299.6267,2018
H4,Ayush And Herbal Products,Kgs,China ,1248828,135.203741,Cosmetics,6,168846217.5,2015
N2,Bicycle And Parts,Na,China ,32019,150.672197,Machinery and Parts,10,4824373.076,2012
H5,"Bulk Drugs, Drug Intermediates",Kgs,China ,82930316,163.818405,Chemicals,7,13585512093,2018
S2,Carpet(Excl. Silk) Handmade,Sqm,China ,543852,2038.911837,Handicrafts,12,1108866280,2020
O9,"Computer Hardware, Peripherals",Na,China ,480609,15.920472,Machinery and Parts,10,7651522.127,2020
P1,Consumer Electronics,Na,China ,566,4468.056717,Electronic Components,11,2528920.102,2020
L6,Copper And Prdcts Made Of Copr,Ton,China ,571,2133.248023,Metals,2,1218084.621,2020
I5,Cosmetics And Toiletries,Na,China ,1091734339,6.525905,Cosmetics,6,7124554582,2015
P8,"Cotton Fabrics, Madeups Etc.",Na,China ,140874074,1244.155957,Fabric Materials,14,1.75269E+11,2018
S4,Cotton Raw Incld. Waste,Ton,China ,98317148,36.187305,Fabric Materials,14,3557832621,2017
P7,Cotton Yarn,Ton,China ,70753070,0.015803,Fabric Materials,14,1118110.765,2015
N3,"Cranes, Lifts And Winches",Na,China ,10794,147.281267,Machinery and parts,10,1589753.996,2015
H8,"Drug Formulations, Biologicals",Kgs,China ,114290245,167.658469,Chemicals,7,19161727498,2019
H6,Dye Intermediates,Kgs,China ,920413,478.085843,Dyes,7,440036425,2019
H7,Dyes,Kgs,China ,138559901,28.368251,Dyes,7,3930702050,2018
N4,Air conditioner,Na,China ,650244,4.376502,Electronic Components,11,2845794.166,2016
M4,Electrodes,Kgs,China ,5301651,81.658211,Accumulators and Batteries,9,432923336,2014
P2,Microwave ,Na,China ,300384581,21.797626,Electronic Components,11,6547670753,2017
P3,Washing Machine,Na,China ,106466263,401.074479,Electronic Components,11,42700900964,2020
I6,Plastic bags,Kgs,China ,7116287,0.343546,Plastic Materials,8,2444771.934,2019
H2,Fertilizers Crude,Ton,China ,16254,182.496074,Fertilizers,3,2966291.187,2013
H3,Fertilizers Manufactured,Ton,China ,111,1.342778,Fertilizers,3,149.048358,2017
F8,Finished Leather,Kgs,China ,67389,264.582804,Leather Products,1,17829970.58,2016
R8,Floor Cvrng Of Jute,Sqm,China ,3004876,2841.622857,Handicrafts,12,8538724324,2016
